Cluster i: 0
total projects:143
total patterns:86
'(.)'	12,412,757,759,852,961,1087,1221,1511
Cluster i: 508
total projects:5
total patterns:1
'^%%([^:]*):[ \\t]*(.*)[ \\t]*$'	441,628,1054,1204,1580




Cluster i: 509
total projects:5
total patterns:1
'^\\s*language\\s*=\\s*ObjC\\s*;'	251,498,1087,1267,1555




Cluster i: 510
total projects:5
total patterns:1
'[\\-\\.](dev)[\\-\\.]?r?(\\d+)$'	1263,1290,1469,1580,1594




Cluster i: 511
total projects:5
total patterns:1
'static dfa dfas\\[(\\d+)\\] = {$'	101,602,1054,1087,1580




Cluster i: 512
total projects:5
total patterns:1
'^.+[:(]\\d+[:)]|^Done processing'	467,505,534,1404,1466




Cluster i: 513
total projects:5
total patterns:1
'^\\s+raise|^\\s+return|^\\s+pass'	422,602,747,1517,1580




Cluster i: 514
total projects:5
total patterns:1
'^libtool: file: .* has no symbols$'	467,505,534,1007,1466




Cluster i: 515
total projects:5
total patterns:1
'\\s+{(\\d+), arcs_(\\d+)_(\\d+)},$'	101,602,1054,1087,1580




Cluster i: 516
total projects:5
total patterns:1
'(\\s*)[^\\s]+@[^(\\s]+(\\s*)\\(.+\\)'	322,467,505,534,1466




Cluster i: 517
total projects:5
total patterns:1
'(\\\\\\\\)|(\\$\\$)|\\$\\{([^}]+)\\}'	322,467,505,534,1466




Cluster i: 518
total projects:5
total patterns:1
'"([0-9]*) ([0-9]*) ([0-9]*) ([0-9]*)'	441,628,1054,1204,1580




Cluster i: 519
total projects:5
total patterns:1
'static label labels\\[(\\d+)\\] = {$'	101,602,1054,1087,1580




Cluster i: 520
total projects:5
total patterns:1
'^([A-Za-z][^:]*):[ \\t]*(.*)[ \\t]*$'	441,628,1054,1204,1580




Cluster i: 521
total projects:5
total patterns:1
'raise\\s+\\w+\\s*,\\s*\\w+\\s*,\\s*\\w+'	640,945,1025,1322,1505




Cluster i: 522
total projects:5
total patterns:1
'static state states_(\\d+)\\[(\\d+)\\] = {$'	101,602,1054,1087,1580




Cluster i: 523
total projects:5
total patterns:1
'^[,&^\\|\\*/\\+-]|^is |^not |^in |^and |^or '	422,602,747,1517,1580




Cluster i: 524
total projects:5
total patterns:1
'static arc arcs_(\\d+)_(\\d+)\\[(\\d+)\\] = {$'	101,602,1054,1087,1580




Cluster i: 525
total projects:5
total patterns:1
'class (\\w[^\\s:]*)(: public (\\w[^\\s{]*))?\\s*{'	467,505,534,1404,1466




Cluster i: 526
total projects:5
total patterns:1
'^\\d\\d\\d\\d-\\d\\d-\\d\\dT\\d\\d:\\d\\d:\\d\\dZ$'	278,296,432,819,1366




Cluster i: 527
total projects:5
total patterns:1
'^\\.\\.\\s+(current)?module::\\s*([a-zA-Z0-9_.]+)\\s*$'	356,436,538,1247,1288




Cluster i: 528
total projects:5
total patterns:1
'rgb\\(\\s*(\\d+)\\s*,\\s*(\\d+)\\s*,\\s*(\\d+)\\s*\\)$'	441,628,1054,1204,1580




Cluster i: 529
total projects:5
total patterns:1
'hsl\\(\\s*(\\d+)\\s*,\\s*(\\d+)%\\s*,\\s*(\\d+)%\\s*\\)$'	441,628,1054,1204,1580




Cluster i: 530
total projects:5
total patterns:1
'rgb\\(\\s*(\\d+)%\\s*,\\s*(\\d+)%\\s*,\\s*(\\d+)%\\s*\\)$'	441,628,1054,1204,1580




Cluster i: 531
total projects:5
total patterns:1
'(\\+|-|\\*|/|//|\\*\\*|and|or|xor|=\\?|=|==|<>|<|>|<=|>=)$'	251,498,1087,1267,1555




Cluster i: 532
total projects:5
total patterns:1
'([\\w.+]+)\\s*\\(#?([^,]+),\\s*([\\w ]+),\\s*([\\w :]+)\\)\\s*\\[([^\\]]+)\\]?'	12,287,602,1054,1509




Cluster i: 533
total projects:5
total patterns:1
'(halt|quit|do|load|q|recycle|call|run|ask|parse|view|unview|return|exit|break)$'	251,498,1087,1267,1555




Cluster i: 534
total projects:5
total patterns:1
'.. auto(function|method|attribute|class|exception|module)::\\s*([A-Za-z0-9_.]+)\\s*$'	356,436,538,1247,1288




Cluster i: 535
total projects:5
total patterns:1
'(add|subtract|multiply|divide|remainder|power|and~|or~|xor~|minimum|maximum|negate|complement|absolute|random|head|tail|next|back|skip|at|pick|first|second|third|fourth|fifth|sixth|seventh|eighth|ninth|tenth|last|path|find|select|make|to|copy\\*|insert|remove|change|poke|clear|trim|sort|min|max|abs|cp|copy)$'	251,498,1087,1267,1555




Cluster i: 536
total projects:5
total patterns:1
'(native|alias|all|any|as-string|as-binary|bind|bound\\?|case|catch|checksum|comment|debase|dehex|exclude|difference|disarm|either|else|enbase|foreach|remove-each|form|free|get|get-env|if|in|intersect|loop|minimum-of|maximum-of|mold|new-line|new-line\\?|not|now|prin|print|reduce|compose|construct|repeat|reverse|save|script\\?|set|shift|switch|throw|to-hex|trace|try|type\\?|union|unique|unless|unprotect|unset|until|use|value\\?|while|compress|decompress|secure|open|close|read|read-io|write-io|write|update|query|wait|input\\?|exp|log-10|log-2|log-e|square-root|cosine|sine|tangent|arccosine|arcsine|arctangent|protect|lowercase|uppercase|entab|detab|connected\\?|browse|launch|stats|get-modes|set-modes|to-local-file|to-rebol-file|encloak|decloak|create-link|do-browser|bind\\?|hide|draw|show|size-text|textinfo|offset-to-caret|caret-to-offset|local-request-file|rgb-to-hsv|hsv-to-rgb|crypt-strength\\?|dh-make-key|dh-generate-key|dh-compute-key|dsa-make-key|dsa-generate-key|dsa-make-signature|dsa-verify-signature|rsa-make-key|rsa-generate-key|rsa-encrypt)$'	251,498,1087,1267,1555




Cluster i: 537
total projects:5
total patterns:1
'(error|source|input|license|help|install|echo|Usage|with|func|throw-on-error|function|does|has|context|probe|\\?\\?|as-pair|mod|modulo|round|repend|about|set-net|append|join|rejoin|reform|remold|charset|array|replace|move|extract|forskip|forall|alter|first+|also|take|for|forever|dispatch|attempt|what-dir|change-dir|clean-path|list-dir|dirize|rename|split-path|delete|make-dir|delete-dir|in-dir|confirm|dump-obj|upgrade|what|build-tag|process-source|build-markup|decode-cgi|read-cgi|write-user|save-user|set-user-name|protect-system|parse-xml|cvs-date|cvs-version|do-boot|get-net-info|desktop|layout|scroll-para|get-face|alert|set-face|uninstall|unfocus|request-dir|center-face|do-events|net-error|decode-url|parse-header|parse-header-date|parse-email-addrs|import-email|send|build-attach-body|resend|show-popup|hide-popup|open-events|find-key-face|do-face|viewtop|confine|find-window|insert-event-func|remove-event-func|inform|dump-pane|dump-face|flag-face|deflag-face|clear-fields|read-net|vbug|path-thru|read-thru|load-thru|do-thru|launch-thru|load-image|request-download|do-face-alt|set-font|set-para|get-style|set-style|make-face|stylize|choose|hilight-text|hilight-all|unlight-text|focus|scroll-drag|clear-face|reset-face|scroll-face|resize-face|load-stock|load-stock-block|notify|request|flash|request-color|request-pass|request-text|request-list|request-date|request-file|dbug|editor|link-relative-path|emailer|parse-error)$'	251,498,1087,1267,1555




Cluster i: 538
total projects:4
total patterns:3
'^[a-zA-Z_]\\w*(\\.[a-zA-Z_]\\w*)*$'	757,1087
'^([a-zA-Z_]\\w*)(\\.[a-zA-Z_]\\w*)*$'	757,1087
'^[a-zA-Z]([a-zA-Z0-9-]*[a-zA-Z0-9])?(\\.[a-zA-Z]([a-zA-Z0-9-]*[a-zA-Z0-9])?)*$'	492,1364




Cluster i: 539
total projects:4
total patterns:2
'(redhat|fedora|centos)'	503,656,906,1404
'(centos|redhat|fedora)'	503,656,906,1404




Cluster i: 540
total projects:4
total patterns:2
'^https?://github.com/[^/]+/?$'	1025,1322,1326,1505
'^https?://github.com/([^/]+)/?$'	1322,1326,1505




Cluster i: 541
total projects:4
total patterns:2
'^https?://github.com/[^/]+/[^/]+/?$'	1025,1322,1326,1505
'^https?://github.com/([^/]+)/([^/]+)($|/.*$)'	1322,1326,1505




Cluster i: 542
total projects:4
total patterns:2
'^https?://github.com/[^/]+/[^/]+/tree/[^/]+/?$'	1025,1322,1326,1505
'^https?://github.com/[^/]+/[^/]+/tree/([^/]+)/?$'	1322,1326,1505




Cluster i: 543
total projects:4
total patterns:2
'{([^}]+)}'	251,753,1087
'([:\\-\\w]*){([^}]+)}'	753,942




Cluster i: 544
total projects:4
total patterns:2
'[ _]'	1223,1420
'[_\\s]+'	959,1276




Cluster i: 545
total projects:4
total patterns:2
'\\W+$'	1248,1502
'[^-._\\w]+$'	295,1496




Cluster i: 546
total projects:4
total patterns:2
'\\n +'	813,1636
'(\\n)( +)'	1050,1350




Cluster i: 547
total projects:4
total patterns:2
'^ (.*)$'	1205,1216
'^()( +)'	1050,1350




Cluster i: 548
total projects:4
total patterns:2
'[\\._-]'	1263,1580
'(.*)[-_](.*)'	1148,1469




Cluster i: 549
total projects:4
total patterns:2
'[aeiou]'	1248,1488
'[aeiouy]'	866,1184




Cluster i: 550
total projects:4
total patterns:2
'(\\d{4})'	748,773
'(-?\\d+)(\\d{3})'	296,819




Cluster i: 551
total projects:4
total patterns:2
'^\\s*\\*'	1025,1322
'^\\s*\\*\\s*'	1054,1198




Cluster i: 552
total projects:4
total patterns:2
'\\(.*\\)$'	757,1087
'\\((.*)\\)$'	251,1468




Cluster i: 553
total projects:4
total patterns:2
'\\.\\.\\.'	9,148
'\\.\\.\\.+'	1580,1635




Cluster i: 554
total projects:4
total patterns:2
'^\\s*/\\*.*'	241,1249
'^\\s*\\/\\*'	1025,1379




Cluster i: 555
total projects:4
total patterns:2
'\n([ \t]*)$'	305,1505
'\\n[\\t ]*$'	46,1050




Cluster i: 556
total projects:4
total patterns:2
'^.*\\*/\\s*$'	241,1249
'\\s*\\*\\/\\s*$'	1025,1322




Cluster i: 557
total projects:4
total patterns:2
'^([\\w\\.]+)$'	757,1087
'^[a-zA-Z0-9_\\.]+$'	391,872




Cluster i: 558
total projects:4
total patterns:2
'([A-Z])([a-z0-9]+)'	1269,1498
'([A-Z]+[a-z]*)([A-Za-z0-9]+)'	1054,1198




Cluster i: 559
total projects:4
total patterns:2
'^\\s*(if|try|elif|while|for)'	433,1003
'^\\s*(if|try|elif|while|for|with)'	927,1202




Cluster i: 560
total projects:4
total patterns:2
'((fassertFailed)()) *\\(( *)(\\d+)'	906,1404
'((fassertFailed)()) *\\(( *)(\\d+)()'	1459,1531




Cluster i: 561
total projects:4
total patterns:2
'^@@ -\\d+,\\d+ \\+(\\d+),(\\d+) @@.*$'	640,1505
'^@@ -(\\d+),(\\d+) \\+(\\d+),(\\d+) @@.*'	233,1025




Cluster i: 562
total projects:4
total patterns:2
'(([umsg]asser(t|ted))) *\\(( *)(\\d+)'	503,656
'(([umsgf]asser(t|ted))) *\\(( *)(\\d+)'	906,1404




Cluster i: 563
total projects:4
total patterns:2
'(mapper|table|column|session|attribute|engine):(.*)'	113,1469
'(mapperprop|mapper|table|column|session|attribute|engine):(.*)'	1415,1580




Cluster i: 564
total projects:4
total patterns:1
'^#'	1007,1015,1032,1051




Cluster i: 565
total projects:4
total patterns:1
'<&'	251,498,1087,1555




Cluster i: 566
total projects:4
total patterns:1
'^%'	531,554,832,846




Cluster i: 567
total projects:4
total patterns:1
'- '	147,162,181,1087




Cluster i: 568
total projects:4
total patterns:1
'-$'	851,1269,1498,1561




Cluster i: 569
total projects:4
total patterns:1
';;+'	568,807,1144,1247




Cluster i: 570
total projects:4
total patterns:1
'.js$'	503,656,906,1404




Cluster i: 571
total projects:4
total patterns:1
'i.86'	534,560,1051,1249




Cluster i: 572
total projects:4
total patterns:1
'[=!]='	119,1007,1015,1032




Cluster i: 573
total projects:4
total patterns:1
'^[.-]'	1263,1290,1580,1594




Cluster i: 574
total projects:4
total patterns:1
'\\\\$'	433,927,1003,1202




Cluster i: 575
total projects:4
total patterns:1
' |\\('	909,1127,1380,1526




Cluster i: 576
total projects:4
total patterns:1
'dummy'	147,162,181,1087




Cluster i: 577
total projects:4
total patterns:1
';+\\}'	568,807,1144,1247




Cluster i: 578
total projects:4
total patterns:1
'\\d+-'	503,656,906,1404




Cluster i: 579
total projects:4
total patterns:1
'^  --'	503,656,906,1404




Cluster i: 580
total projects:4
total patterns:1
':year'	102,1232,1233,1340




Cluster i: 581
total projects:4
total patterns:1
'^_|_$'	305,1025,1138,1505




Cluster i: 582
total projects:4
total patterns:1
'\\}\\}'	0,139,785,1247




Cluster i: 583
total projects:4
total patterns:1
'[ {}$]'	467,505,534,1466




Cluster i: 584
total projects:4
total patterns:1
'^ruby-'	614,947,996,1491




Cluster i: 585
total projects:4
total patterns:1
',\\s*$'	433,927,1003,1202




Cluster i: 586
total projects:4
total patterns:1
':\\s*$'	498,633,1199,1235




Cluster i: 587
total projects:4
total patterns:1
'[.+-]$'	1263,1290,1580,1594




Cluster i: 588
total projects:4
total patterns:1
'upstart'	503,656,906,1404




Cluster i: 589
total projects:4
total patterns:1
'[.]{2,}'	1263,1290,1580,1594




Cluster i: 590
total projects:4
total patterns:1
'\\.exe$'	592,896,1301,1403




Cluster i: 591
total projects:4
total patterns:1
'_[A-Z]_'	422,747,1517,1580




Cluster i: 592
total projects:4
total patterns:1
'digest '	1263,1535,1580,1594




Cluster i: 593
total projects:4
total patterns:1
'\\.pdb$'	119,1007,1015,1032




Cluster i: 594
total projects:4
total patterns:1
'[()\\\\]'	642,776,971,1203




Cluster i: 595
total projects:4
total patterns:1
'\\.html$'	119,1007,1015,1032




Cluster i: 596
total projects:4
total patterns:1
'([\x0c])'	422,747,1517,1580




Cluster i: 597
total projects:4
total patterns:1
'[\\n\\t]'	560,1415,1469,1580




Cluster i: 598
total projects:4
total patterns:1
'[~:+_ -]'	1263,1290,1580,1594




Cluster i: 599
total projects:4
total patterns:1
'[\t ]+\n'	61,166,356,410




Cluster i: 600
total projects:4
total patterns:1
'sysvinit'	503,656,906,1404




Cluster i: 601
total projects:4
total patterns:1
'\r?\n\\d'	614,947,996,1491




Cluster i: 602
total projects:4
total patterns:1
'\\.setup$'	747,975,1000,1495




Cluster i: 603
total projects:4
total patterns:1
'^[.](\\d)'	1263,1290,1580,1594




Cluster i: 604
total projects:4
total patterns:1
'^.+\\.js$'	343,350,1308,1403




Cluster i: 605
total projects:4
total patterns:1
'^mongodb '	503,656,906,1404




Cluster i: 606
total projects:4
total patterns:1
'^/([^/])/'	460,1025,1322,1505




Cluster i: 607
total projects:4
total patterns:1
'publish.*'	614,947,996,1491




Cluster i: 608
total projects:4
total patterns:1
'3\\.1\\d+'	642,776,971,1203




Cluster i: 609
total projects:4
total patterns:1
'\\s+const$'	851,1269,1561,1576




Cluster i: 610
total projects:4
total patterns:1
'^[:~._+-]+'	1263,1290,1580,1594




Cluster i: 611
total projects:4
total patterns:1
'.*@.*\\..*'	190,462,690,1119




Cluster i: 612
total projects:4
total patterns:1
'\\s+in\\s+'	46,1050,1469,1621




Cluster i: 613
total projects:4
total patterns:1
u'\\$(\\w+)'	737,757,873,1087




Cluster i: 614
total projects:4
total patterns:1
'<\\?.*\\?>'	225,779,1025,1407




Cluster i: 615
total projects:4
total patterns:1
'\\s*SELECT'	113,1415,1469,1580




Cluster i: 616
total projects:4
total patterns:1
'\\\\(\\d+)'	36,55,96,1267




Cluster i: 617
total projects:4
total patterns:1
'\\s*https?:'	420,1223,1420,1499




Cluster i: 618
total projects:4
total patterns:1
'decode\\..+'	433,927,1003,1202




Cluster i: 619
total projects:4
total patterns:1
'\\(beta\\)$'	1263,1290,1580,1594




Cluster i: 620
total projects:4
total patterns:1
'[,*")([\\]]'	1263,1290,1580,1594




Cluster i: 621
total projects:4
total patterns:1
'(.*)_\\d\\d'	642,776,971,1203




Cluster i: 622
total projects:4
total patterns:1
'(.+):(\\d+)'	15,122,1015,1032




Cluster i: 623
total projects:4
total patterns:1
'^   ([^ ]+)'	614,947,996,1491




Cluster i: 624
total projects:4
total patterns:1
'^([^/])\\:/'	460,1025,1322,1505




Cluster i: 625
total projects:4
total patterns:1
'[-T:/.]|\\s+'	927,986,1003,1431




Cluster i: 626
total projects:4
total patterns:1
'(\\*|__key__)'	1004,1074,1075,1495




Cluster i: 627
total projects:4
total patterns:1
'.* warning:.*'	1116,1451,1471,1480




Cluster i: 628
total projects:4
total patterns:1
u'\n       \\|'	1263,1290,1580,1594




Cluster i: 629
total projects:4
total patterns:1
'val \\w+\\s*:'	251,498,1087,1555




Cluster i: 630
total projects:4
total patterns:1
'^(.+):(\\d+)$'	552,606,800,1469




Cluster i: 631
total projects:4
total patterns:1
'_(unit)?test$'	592,896,1301,1403




Cluster i: 632
total projects:4
total patterns:1
'@@BINARYDIR@@'	503,656,906,1404




Cluster i: 633
total projects:4
total patterns:1
'\\[[0-9]+\\]$'	682,890,1369,1644




Cluster i: 634
total projects:4
total patterns:1
'\\sassert *\\('	906,1404,1459,1531




Cluster i: 635
total projects:4
total patterns:1
'[-_a-z0-9]{64}'	546,830,1028,1039




Cluster i: 636
total projects:4
total patterns:1
'^\\w(\\-?\\w)*$'	422,747,1517,1580




Cluster i: 637
total projects:4
total patterns:1
' at 0x[0-9a-f]+'	331,422,1580,1644




Cluster i: 638
total projects:4
total patterns:1
'10\\^\\{(.+)\\}'	642,776,971,1203




Cluster i: 639
total projects:4
total patterns:1
'(\\d+) ([^=]+)='	1263,1290,1580,1594




Cluster i: 640
total projects:4
total patterns:1
'\\(([\\d,]+)\\)'	113,1415,1469,1580




Cluster i: 641
total projects:4
total patterns:1
'"([0-9][.0-9]*)'	350,928,1308,1403




Cluster i: 642
total projects:4
total patterns:1
'(debian|ubuntu)'	503,656,906,1404




Cluster i: 643
total projects:4
total patterns:1
'\\s*#![^\\r\\n]*'	1263,1290,1580,1594




Cluster i: 644
total projects:4
total patterns:1
'([\\\\()\\r\\n])'	642,776,971,1203




Cluster i: 645
total projects:4
total patterns:1
'^places/(\\d+)/$'	82,89,1086,1158




Cluster i: 646
total projects:4
total patterns:1
'^(\\d+)([a-z]+)$'	257,1319,1448,1450




Cluster i: 647
total projects:4
total patterns:1
'^Version\\s+(.*)'	252,337,992,1112




Cluster i: 648
total projects:4
total patterns:1
'\\[[a-zA-Z0-9.]:'	251,498,1087,1267




Cluster i: 649
total projects:4
total patterns:1
'Ran (\\d+) tests'	122,1015,1032,1603




Cluster i: 650
total projects:4
total patterns:1
'@@PACKAGE_NAME@@'	503,656,906,1404




Cluster i: 651
total projects:4
total patterns:1
'^(debian|ubuntu)'	503,656,906,1404




Cluster i: 652
total projects:4
total patterns:1
'[^\\}\\{]+\\{\\}'	568,807,1144,1247




Cluster i: 653
total projects:4
total patterns:1
'[a-z]+(_[A-Z]+)?$'	552,606,800,1469




Cluster i: 654
total projects:4
total patterns:1
'self:\\s*(.*)\\s*'	287,580,602,1509




Cluster i: 655
total projects:4
total patterns:1
'<p[^/>]*>\\s*</p>'	422,747,1517,1580




Cluster i: 656
total projects:4
total patterns:1
'url\\s*\\(([^)]+)'	113,147,181,1258




Cluster i: 657
total projects:4
total patterns:1
'^r(ev)?\\s*(\\d+)'	1263,1290,1580,1594




Cluster i: 658
total projects:4
total patterns:1
'((^|[^%])(%%)*%s)'	642,776,971,1203




Cluster i: 659
total projects:4
total patterns:1
'^mongodb \\(.*\\)'	503,656,906,1404




Cluster i: 660
total projects:4
total patterns:1
'In\\ \\[\\d+\\]: '	422,747,1517,1580




Cluster i: 661
total projects:4
total patterns:1
'_(unit)?test\\.py$'	592,896,1301,1403




Cluster i: 662
total projects:4
total patterns:1
'(:|\\s)0+\\.(\\d+)'	568,807,1144,1247




Cluster i: 663
total projects:4
total patterns:1
'[uU][rR]?[\\\'\\"]'	602,1054,1087,1580




Cluster i: 664
total projects:4
total patterns:1
'\\s*\\(0[0-7]+\\).*'	523,946,1116,1484




Cluster i: 665
total projects:4
total patterns:1
'<title>(.*)</title>'	386,774,1096,1181




Cluster i: 666
total projects:4
total patterns:1
'episodenumber(\\d+)'	851,1269,1498,1561




Cluster i: 667
total projects:4
total patterns:1
'(.*)\\.(\\w+:.+\\s)'	1012,1086,1158,1580




Cluster i: 668
total projects:4
total patterns:1
'^([^ ]+) \\((.+)\\)'	614,947,996,1491




Cluster i: 669
total projects:4
total patterns:1
'bytes=(\\d+)-(\\d+)'	546,830,1028,1039




Cluster i: 670
total projects:4
total patterns:1
'(\\d+)% packet loss'	560,1189,1317,1501




Cluster i: 671
total projects:4
total patterns:1
'wait (\\d+) seconds'	927,1003,1269,1498




Cluster i: 672
total projects:4
total patterns:1
'@@PACKAGE_VERSION@@'	503,656,906,1404




Cluster i: 673
total projects:4
total patterns:1
'^gemsets for ([^ ]+)'	614,947,996,1491




Cluster i: 674
total projects:4
total patterns:1
'@@PACKAGE_BASENAME@@'	503,656,906,1404




Cluster i: 675
total projects:4
total patterns:1
'(.*) \\(([0-9]+)\\)$'	851,1269,1498,1561




Cluster i: 676
total projects:4
total patterns:1
'@@PACKAGE_PROVIDES@@'	503,656,906,1404




Cluster i: 677
total projects:4
total patterns:1
'@@PACKAGE_REVISION@@'	503,656,906,1404




Cluster i: 678
total projects:4
total patterns:1
'^(CONFIG_\\w+)=(.*)$'	523,946,1116,1484




Cluster i: 679
total projects:4
total patterns:1
'^[a-zA-Z0-9_]+\\.py$'	12,1054,1087,1580




Cluster i: 680
total projects:4
total patterns:1
'([A-Z]+)([A-Z][a-z])'	305,1025,1138,1505




Cluster i: 681
total projects:4
total patterns:1
'@@PACKAGE_OBSOLETES@@'	503,656,906,1404




Cluster i: 682
total projects:4
total patterns:1
'@@PACKAGE_CONFLICTS@@'	503,656,906,1404




Cluster i: 683
total projects:4
total patterns:1
'^v(ersion)?\\s*(\\d+)'	1263,1290,1580,1594




Cluster i: 684
total projects:4
total patterns:1
'\\ \\ \\ \\.\\.\\.+: '	422,747,1517,1580




Cluster i: 685
total projects:4
total patterns:1
'\\-\\-?\\w+[\\-\\w]*$'	422,747,1517,1580




Cluster i: 686
total projects:4
total patterns:1
'.*_([vV]\\d+\\.\\d+)$'	503,656,906,1404




Cluster i: 687
total projects:4
total patterns:1
'\\[(\\d?\\d?\\d?)%\\]'	909,1127,1380,1526




Cluster i: 688
total projects:4
total patterns:1
'<a href=[^>]*>([^<]+)<'	1263,1290,1580,1594




Cluster i: 689
total projects:4
total patterns:1
'^[a-zA-Z0-9_]+\\.[ch]$'	12,1054,1087,1580




Cluster i: 690
total projects:4
total patterns:1
'%%HiResBoundingBox: .*'	642,776,971,1203




Cluster i: 691
total projects:4
total patterns:1
'\\sSONAME\\s+([^\\s]+)'	287,602,1509,1580




Cluster i: 692
total projects:4
total patterns:1
'Content-Length: (\\d+)'	1087,1199,1300,1580




Cluster i: 693
total projects:4
total patterns:1
'\\"\\"\\"|\\\'\\\'\\\''	433,927,1003,1202




Cluster i: 694
total projects:4
total patterns:1
'([!{}:;>+\\(\\[,])\\s+'	568,807,1144,1247




Cluster i: 695
total projects:4
total patterns:1
'\\s*https?:.*#egg=(.*)$'	420,1223,1420,1499




Cluster i: 696
total projects:4
total patterns:1
"__version__ = '([^']+)'"	286,807,888,1340




Cluster i: 697
total projects:4
total patterns:1
'^https?://bitbucket.org'	305,1322,1326,1505




Cluster i: 698
total projects:4
total patterns:1
'\\s*\\(\\d+[ulUL]*\\).*'	523,946,1116,1484




Cluster i: 699
total projects:4
total patterns:1
'^(centos|redhat|fedora)'	503,656,906,1404




Cluster i: 700
total projects:4
total patterns:1
'^https?://bitbucket.org/'	305,1322,1326,1505




Cluster i: 701
total projects:4
total patterns:1
'searchplugins\\/.+\\.xml'	119,1007,1015,1032




Cluster i: 702
total projects:4
total patterns:1
'^[a-zA-Z_][a-zA-Z0-9_]*$'	244,602,747,1158




Cluster i: 703
total projects:4
total patterns:1
'\\s*# SOURCE LINE (\\d+)'	433,927,1003,1202




Cluster i: 704
total projects:4
total patterns:1
'\\d*\\.\\d*\\.\\d*\\.\\d*'	560,792,1317,1501




Cluster i: 705
total projects:4
